sample_id,folder,segment_id,speaker,speaker_segment_id,start_time_sec,end_time_sec,duration_sec,video_relpath,audio_relpath,transcript,emotion_audio,emotion_text,emotion_video,emotion_final,audio_clarity,speaker_gender,speaker_identity,video_path,audio_path,video_exists,audio_exists,split,elig_text,elig_audio,elig_video,elig_multimodal
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0105.mp4,videoplayback (121),144,SPEAKER_02,105,2886.533469,2890.026594,3.493125,videos/SPEAKER_02/SPEAKER_02_segment_0105.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0105.wav,أثناء الحلقة يا ريت كفاية,Neutral,Sadness,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0105.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0105.wav,0,1,train,1,1,0,0
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0011.mp4,videoplayback (121),16,SPEAKER_02,11,537.8203438,560.0109688,22.190625,videos/SPEAKER_02/SPEAKER_02_segment_0011.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0011.wav,كلنا دقناه يعني لا بس مش الناس دي يا أيطن لا العربية ولا المصر اليوم ولا الأستاذ عمر أدي أنا واحدة من جوة الحدث يا بسمة وبقولك أن فيه تفاصيل كتير جداً بعد انفصالي ونظراً لأن أنا سكتة وما بتكلمش وما بفتحش بوقي وما بحبش مشاكلي ومشاكل بيتي تبقى موجودة في العلن والناس كلها تبقى عارفينها ليه؟ علشان دي مساحتي الشخصية,Surprise,Anger,Neutral,Surprise,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0011.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0011.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,videoplayback (121),2,SPEAKER_01,0,129.0234688,135.8578438,6.834375,videos/SPEAKER_01/SPEAKER_01_segment_0000.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0000.wav,يا لبينا نبدأ؟ هنقول الحقيقة؟ يا لبينا أول خبر,Happiness,Happiness,Happiness,Happiness,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_01\SPEAKER_01_segment_0000.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_01\SPEAKER_01_segment_0000.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0015.mp4,videoplayback (121),20,SPEAKER_02,15,631.7297188,638.6315938,6.901875,videos/SPEAKER_02/SPEAKER_02_segment_0015.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0015.wav,لما حد بيرفع علي قضية ما طبيعي جداً إن أنا هرد وأنا دايماً في موضع دفاع,Neutral,Fear,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0015.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0015.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0016.mp4,videoplayback (121),21,SPEAKER_02,16,639.1209688,654.6459688,15.525,videos/SPEAKER_02/SPEAKER_02_segment_0016.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0016.wav,أنا عمري ما كنت في معضع هجوم يعني ممكن يكون ده دفاع منك حتى لو كان رفع قضية ولكن دفاع عن قضية بالزبط كده اترفعت عليك بالزبط كده طب ممكن كي أنا أعرف أظن ما فيهاش حاجة لما تقول لي دي كم قضية,Neutral,Neutral,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0016.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0016.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0018.mp4,videoplayback (121),23,SPEAKER_02,18,671.1665938,675.9759688,4.809375,videos/SPEAKER_02/SPEAKER_02_segment_0018.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0018.wav,بص يحدو مش نفصلنا هنبقى لحد آخر يوم في حياتنا نقر ونقير,Neutral,Happiness,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0018.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0018.wav,0,1,train,1,1,0,0
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0019.mp4,videoplayback (121),24,SPEAKER_02,19,682.3715938,691.7540938,9.3825,videos/SPEAKER_02/SPEAKER_02_segment_0019.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0019.wav,هقولك على حاجة بصي عشان جاوبتيني مش هغلص عليكي بقى وقولك ليه وفينه ايه مش فتعاليلي في العدل علشان ايه نمشي على طول خلاص,Neutral,Neutral,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0019.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0019.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0020.mp4,videoplayback (121),26,SPEAKER_02,20,698.9765938,704.0390938,5.0625,videos/SPEAKER_02/SPEAKER_02_segment_0020.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0020.wav,مدير التصوير ومخرج أخرج لك كلبات مزبوط,Neutral,Disgust,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0020.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0020.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_01/SPEAKER_01_segment_0004.mp4,videoplayback (121),27,SPEAKER_01,4,708.0384688,719.9184688,11.88,videos/SPEAKER_01/SPEAKER_01_segment_0004.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0004.wav,أريد أن أقول لك شيء أحياناً أن الفنانين المفروض أن يكون لديهم مستوى أعلى من الرقية حتى في التعامل,Neutral,Disgust,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_01\SPEAKER_01_segment_0004.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_01\SPEAKER_01_segment_0004.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0021.mp4,videoplayback (121),28,SPEAKER_02,21,730.2628438,769.3115938,39.04875,videos/SPEAKER_02/SPEAKER_02_segment_0021.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0021.wav,في ناس كتير جداً ممكن ينفصلوا عشان بيحبوا بعض عشان مش عايزين يكرهوا بعض عشان يوصلوا لمرحلة بسمة بيرفعوش أنا بعض قضايا بس تكمل بغض النظر صدقيني يا بسمة والله العظيم ممكن الواحد يبقى جنبه حد مش أمين عليه علشان كده أنا دايماً بقول يا رب ارزقني الصحبة الصالحة اللي تدلني على الخير ما تسوحنيش وده مهم جداً ممكن الله أعلم إيه اللي حصل عنده أنا معرفش بس ممكن يكون حد بينصحه غلط بس أنا من وجهة نظري إن أي اتنين بينفصلوا لازم يبقى ما بينهم مساحة احترام جيدة علشان يعرفوا يتعاملوا لأن في الأول في الأخير في أفضل,Neutral,Sadness,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0021.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0021.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_01/SPEAKER_01_segment_0005.mp4,videoplayback (121),29,SPEAKER_01,5,768.0290938,772.1803438,4.15125,videos/SPEAKER_01/SPEAKER_01_segment_0005.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0005.wav,بس انتوا فيش ما بينكم وبين بعض الصراحة المساحة دي لا فيه,Surprise,Anger,Surprise,Surprise,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_01\SPEAKER_01_segment_0005.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_01\SPEAKER_01_segment_0005.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0002.mp4,videoplayback (121),3,SPEAKER_02,2,153.9647188,158.5040938,4.539375,videos/SPEAKER_02/SPEAKER_02_segment_0002.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0002.wav,كنت يتقصد لي ايه بالبوست ده او هيتقولي لي ما كنتش بقصد حاجة.,Surprise,Anger,Surprise,Surprise,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0002.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0002.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0023.mp4,videoplayback (121),31,SPEAKER_02,23,796.9359688,828.2728438,31.336875,videos/SPEAKER_02/SPEAKER_02_segment_0023.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0023.wav,فيه احترام يا بسمة فيه احترام لأن إحنا واقفين عند المشكلة ما بنكبرهاش حصل خلاف إحنا عند الخلاف يا حبيبتي احترام إيه وإنتي روحت المحكمة؟ مش أنا اللي روحت يا بسمة ما هو رفع عليك قضية طيب أوكي وإنتي رفعت عليها قضية بتردي طبيعي مش باخد حقي طب فين بقى هنا الاحترام؟ لا فيه طبعا هو بيحترمك هو رفع عليك قضية؟ ما عرفش بقى إذا حاجة هو يسأل فيها مش أنا اللي أسأل فيها خالص لأن أنا متلك أنا في موقع دفاع ما تسميش العلاقة إنها فيها احترام لا فيها إنتي أمه أولاده لا فيها طبعا لا فيها,Neutral,Anger,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0023.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0023.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_01/SPEAKER_01_segment_0006.mp4,videoplayback (121),32,SPEAKER_01,6,824.7290938,827.9522188,3.223125,videos/SPEAKER_01/SPEAKER_01_segment_0006.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0006.wav,لا فيها أنت أم أولاده لا فيها طبعا,Sadness,Anger,Sadness,Sadness,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_01\SPEAKER_01_segment_0006.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_01\SPEAKER_01_segment_0006.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0024.mp4,videoplayback (121),33,SPEAKER_02,24,844.0509688,851.0372188,6.98625,videos/SPEAKER_02/SPEAKER_02_segment_0024.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0024.wav,أنا أول مرة أشوف بوشين لعنة مش بوشين خالص خلي الناس تحكم مش يحكم,Neutral,Anger,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0024.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0024.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_01/SPEAKER_01_segment_0007.mp4,videoplayback (121),34,SPEAKER_01,7,851.0372188,884.4497188,33.4125,videos/SPEAKER_01/SPEAKER_01_segment_0007.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0007.wav,أروح لللي بعده؟ قبل ما أوريك اللي بعده الفنانة وفاء عامر أختك طلعت في برنامج وقالت جملة الحقيقة عجيبة ومريبة والناس كلها حاسة إنها كبتلقح بالكلام عليك أو تقصدك قالت بالضبط كده محمد ربنا يسعده ويكرمه وهو شخص كويس طيب هو كويس ليه بقى كل اللي حصل ده لما هو كويس؟ بتقولي مين وفاء الكلام ده؟,Surprise,Surprise,Surprise,Surprise,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_01\SPEAKER_01_segment_0007.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_01\SPEAKER_01_segment_0007.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0025.mp4,videoplayback (121),35,SPEAKER_02,25,887.2678438,895.0640938,7.79625,videos/SPEAKER_02/SPEAKER_02_segment_0025.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0025.wav,لأن بعد الانفصال أنا كنت رفضة تماماً أن أنا أتكلم في الموضوع والحقيقة,Neutral,Sadness,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0025.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0025.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0026.mp4,videoplayback (121),36,SPEAKER_02,26,898.1859688,904.1428438,5.956875,videos/SPEAKER_02/SPEAKER_02_segment_0026.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0026.wav,لا خالص علشان أنا طول عمري ما بحبش حياتي الشخصية تبقى على المشاعر,Neutral,Sadness,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0026.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0026.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0028.mp4,videoplayback (121),38,SPEAKER_02,28,915.7697188,924.5953438,8.825625,videos/SPEAKER_02/SPEAKER_02_segment_0028.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0028.wav,الخلاف حصل فين؟ أنا هرجع أقولك جملتي الشهيرة اللي الناس انتقدوني عليها لما يمكن قلتها ليسمين عبد العزيز الناس ما لهاش علاقة أنتوا اطلقتوا ليه؟,Neutral,Anger,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0028.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0028.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0029.mp4,videoplayback (121),39,SPEAKER_02,29,926.4347188,937.7747188,11.34,videos/SPEAKER_02/SPEAKER_02_segment_0029.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0029.wav,ربنا يساعدك ويساعده ويعمل لك الخير ده اللي كنت مستنية أن الناس كمان يقولوا لي أنا لكن هو للأسف طلته انتقادات وأنا كمان طلتني انتقادات حتى هذه اللحظة,Neutral,Sadness,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0029.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0029.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0003.mp4,videoplayback (121),4,SPEAKER_02,3,207.7790938,211.6265938,3.8475,videos/SPEAKER_02/SPEAKER_02_segment_0003.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0003.wav,أنا لو ساتة مش محترمة أرد على سؤالك,Surprise,Anger,Surprise,Surprise,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0003.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0003.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_01/SPEAKER_01_segment_0008.mp4,videoplayback (121),40,SPEAKER_01,8,940.5253438,944.3390938,3.81375,videos/SPEAKER_01/SPEAKER_01_segment_0008.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0008.wav,لأن الانتحابات حصلت لما تحنقته كان فيه أضايا,Surprise,Sadness,Neutral,Surprise,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_01\SPEAKER_01_segment_0008.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_01\SPEAKER_01_segment_0008.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0030.mp4,videoplayback (121),41,SPEAKER_02,30,944.3390938,959.0372188,14.698125,videos/SPEAKER_02/SPEAKER_02_segment_0030.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0030.wav,لا والله يا ناسما من قبل لكن قبل كده محدش كان بيتكلم لا والله بالعكس من قبل انتي لا تتخيلي ايضاً انتي مرد مشهورة بغض النظر بس انا دايماً باقتنع يعني الناس كانت بتبقى بتستغرب انه ليه,Neutral,Amiguous,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0030.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0030.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0031.mp4,videoplayback (121),42,SPEAKER_02,31,959.5940938,972.2840938,12.69,videos/SPEAKER_02/SPEAKER_02_segment_0031.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0031.wav,ايوة ليه اتطلقوا فندعي لهم ان ربنا يرزقهم الخير وخصوصا بعدها محاضر واتهامات وقضايا ده بعدها بسنة ووالدتك تخش في الموضوع ووالده مش عارف ايه,Neutral,Surprise,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0031.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0031.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0032.mp4,videoplayback (121),43,SPEAKER_02,32,991.9097188,995.6222188,3.7125,videos/SPEAKER_02/SPEAKER_02_segment_0032.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0032.wav,تجربة الطلاق دي من أبشع التجارب اللي ممكن ستة تمر بيها في حياتك صح؟,Neutral,Neutral,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0032.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0032.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0033.mp4,videoplayback (121),44,SPEAKER_02,33,997.4953438,1023.870969,26.375625,videos/SPEAKER_02/SPEAKER_02_segment_0033.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0033.wav,الناس بتشوف إنه إيه ده؟ بصوا دي حلوة لا أنا هقولك أنا بقى الناس بتقول إيه واحنا شايفين إيه وأنا شايفة إيه أنا حسيت إن أنت دي البداية مش النهاية وحسيت إنك حلوتي أكثر وحسيت إنك اهتمتي بنفسك أكثر وحسيت إنك تقدمتي في شغلك أكثر وحسيت إنك أنت نجحتي أكثر,Neutral,Neutral,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0033.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0033.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_01/SPEAKER_01_segment_0009.mp4,videoplayback (121),45,SPEAKER_01,9,1023.870969,1028.984094,5.113125,videos/SPEAKER_01/SPEAKER_01_segment_0009.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0009.wav,كل ده مش إحساس بس لا ده أنا متأكدة وشايفه آه ليه بقى؟,Surprise,Surprise,Sadness,Surprise,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_01\SPEAKER_01_segment_0009.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_01\SPEAKER_01_segment_0009.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0034.mp4,videoplayback (121),46,SPEAKER_02,34,1040.324094,1046.685969,6.361875,videos/SPEAKER_02/SPEAKER_02_segment_0034.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0034.wav,خليني أقولك تاني إن الطلاق ده من أبشع التجارب اللي ممكن ستة تمر بيها في حياتها ومن أصعب التجارب,Neutral,Sadness,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0034.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0034.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_01/SPEAKER_01_segment_0010.mp4,videoplayback (121),48,SPEAKER_01,10,1093.193469,1103.065344,9.871875,videos/SPEAKER_01/SPEAKER_01_segment_0010.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0010.wav,إنك إنتي يعني زي ما يكون تحدي مع نفسك أنا مش تحدي أنا مش هرجع أنا مش هضعف أنا مش هفشل لا,Surprise,Happiness,Sadness,Surprise,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_01\SPEAKER_01_segment_0010.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_01\SPEAKER_01_segment_0010.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0036.mp4,videoplayback (121),49,SPEAKER_02,36,1103.942844,1118.624094,14.68125,videos/SPEAKER_02/SPEAKER_02_segment_0036.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0036.wav,لا وقلت لنفسك أكيد أنا هزبط نفسي وهزبط نجاحي وأنا مش ضعيفة هو الفكرة كلها أنه زي ما قلت لك مش حاجة كويسة أن الحد يفقد شخص من عائلته,Neutral,Sadness,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0036.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0036.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0004.mp4,videoplayback (121),5,SPEAKER_02,4,214.8497188,219.5240938,4.674375,videos/SPEAKER_02/SPEAKER_02_segment_0004.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0004.wav,ما العلاقة؟ ما انت كتبك كلام ده في بوست؟ لا كتبك بوست مش شرط يبقى يخصني,Surprise,Anger,Surprise,Surprise,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0004.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0004.wav,1,1,train,1,1,1,1
videoplayback (121)::videos/SPEAKER_02/SPEAKER_02_segment_0040.mp4,videoplayback (121),54,SPEAKER_02,40,1240.259094,1247.025969,6.766875,videos/SPEAKER_02/SPEAKER_02_segment_0040.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0040.wav,اتبتيتش؟ اه طبعاً اتبطتيتش؟ اصفر اتبطتيتش؟ اتبطتيتش؟ اتبطتيتش؟ اللي جاي بقى أصعب,Neutral,Fear,Neutral,Neutral,Clear,Female,,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\videos\SPEAKER_02\SPEAKER_02_segment_0040.mp4,C:\Users\Emad\Desktop\Thesis Project\dataset\Final Modalink Dataset MERGED\videoplayback (121)\audios\SPEAKER_02\SPEAKER_02_segment_0040.wav,1,1,train,1,1,1,1
