Folder,segment_id,speaker,speaker_segment_id,start_time,end_time,duration,video_file,audio_file,transcript,Emotion Audio (final),Text Emotion (final),Video Emotion (final),Final Overall (majority of modalities),Audio Clarity (final),Speaker Gender (any),Speaker Identity (any)
videoplayback (121),38,SPEAKER_02,28,915.7697188,924.5953438,8.825625,videos/SPEAKER_02/SPEAKER_02_segment_0028.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0028.wav,الخلاف حصل فين؟ أنا هرجع أقولك جملتي الشهيرة اللي الناس انتقدوني عليها لما يمكن قلتها ليسمين عبد العزيز الناس ما لهاش علاقة أنتوا اطلقتوا ليه؟,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),39,SPEAKER_02,29,926.4347188,937.7747188,11.34,videos/SPEAKER_02/SPEAKER_02_segment_0029.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0029.wav,ربنا يساعدك ويساعده ويعمل لك الخير ده اللي كنت مستنية أن الناس كمان يقولوا لي أنا لكن هو للأسف طلته انتقادات وأنا كمان طلتني انتقادات حتى هذه اللحظة,Neutral,Sadness,Neutral,Neutral,Clear,Female,
videoplayback (121),4,SPEAKER_02,3,207.7790938,211.6265938,3.8475,videos/SPEAKER_02/SPEAKER_02_segment_0003.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0003.wav,أنا لو ساتة مش محترمة أرد على سؤالك,Surprise,Anger,Surprise,Surprise,Clear,Female,
videoplayback (121),40,SPEAKER_01,8,940.5253438,944.3390938,3.81375,videos/SPEAKER_01/SPEAKER_01_segment_0008.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0008.wav,لأن الانتحابات حصلت لما تحنقته كان فيه أضايا,Surprise,Sadness,Neutral,Surprise,Clear,Female,
videoplayback (121),41,SPEAKER_02,30,944.3390938,959.0372188,14.698125,videos/SPEAKER_02/SPEAKER_02_segment_0030.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0030.wav,لا والله يا ناسما من قبل لكن قبل كده محدش كان بيتكلم لا والله بالعكس من قبل انتي لا تتخيلي ايضاً انتي مرد مشهورة بغض النظر بس انا دايماً باقتنع يعني الناس كانت بتبقى بتستغرب انه ليه,Neutral,Amiguous,Neutral,Neutral,Clear,Female,
videoplayback (121),42,SPEAKER_02,31,959.5940938,972.2840938,12.69,videos/SPEAKER_02/SPEAKER_02_segment_0031.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0031.wav,ايوة ليه اتطلقوا فندعي لهم ان ربنا يرزقهم الخير وخصوصا بعدها محاضر واتهامات وقضايا ده بعدها بسنة ووالدتك تخش في الموضوع ووالده مش عارف ايه,Neutral,Surprise,Neutral,Neutral,Clear,Female,
videoplayback (121),43,SPEAKER_02,32,991.9097188,995.6222188,3.7125,videos/SPEAKER_02/SPEAKER_02_segment_0032.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0032.wav,تجربة الطلاق دي من أبشع التجارب اللي ممكن ستة تمر بيها في حياتك صح؟,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),44,SPEAKER_02,33,997.4953438,1023.870969,26.375625,videos/SPEAKER_02/SPEAKER_02_segment_0033.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0033.wav,الناس بتشوف إنه إيه ده؟ بصوا دي حلوة لا أنا هقولك أنا بقى الناس بتقول إيه واحنا شايفين إيه وأنا شايفة إيه أنا حسيت إن أنت دي البداية مش النهاية وحسيت إنك حلوتي أكثر وحسيت إنك اهتمتي بنفسك أكثر وحسيت إنك تقدمتي في شغلك أكثر وحسيت إنك أنت نجحتي أكثر,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),45,SPEAKER_01,9,1023.870969,1028.984094,5.113125,videos/SPEAKER_01/SPEAKER_01_segment_0009.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0009.wav,كل ده مش إحساس بس لا ده أنا متأكدة وشايفه آه ليه بقى؟,Surprise,Surprise,Sadness,Surprise,Clear,Female,
videoplayback (121),46,SPEAKER_02,34,1040.324094,1046.685969,6.361875,videos/SPEAKER_02/SPEAKER_02_segment_0034.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0034.wav,خليني أقولك تاني إن الطلاق ده من أبشع التجارب اللي ممكن ستة تمر بيها في حياتها ومن أصعب التجارب,Neutral,Sadness,Neutral,Neutral,Clear,Female,
videoplayback (121),47,SPEAKER_02,35,1051.562844,1078.073469,26.510625,videos/SPEAKER_02/SPEAKER_02_segment_0035.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0035.wav,الستة ممكن تبقى بتنور بعد الطلاق بس مش عشان اتطلقت هي كانت منورة من قبل كده بكتير ولكن في فترة ممكن الستة تبقى استنزفت فيها وابتدت تحس ساعتها إنها ابتدت تفقد جزء من سلامها النفسي من صحتها من عقلها فلما بيحصل الطلاق الستة بترجع تاني,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),48,SPEAKER_01,10,1093.193469,1103.065344,9.871875,videos/SPEAKER_01/SPEAKER_01_segment_0010.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0010.wav,إنك إنتي يعني زي ما يكون تحدي مع نفسك أنا مش تحدي أنا مش هرجع أنا مش هضعف أنا مش هفشل لا,Surprise,Happiness,Sadness,Surprise,Clear,Female,
videoplayback (121),49,SPEAKER_02,36,1103.942844,1118.624094,14.68125,videos/SPEAKER_02/SPEAKER_02_segment_0036.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0036.wav,لا وقلت لنفسك أكيد أنا هزبط نفسي وهزبط نجاحي وأنا مش ضعيفة هو الفكرة كلها أنه زي ما قلت لك مش حاجة كويسة أن الحد يفقد شخص من عائلته,Neutral,Sadness,Neutral,Neutral,Clear,Female,
videoplayback (121),5,SPEAKER_02,4,214.8497188,219.5240938,4.674375,videos/SPEAKER_02/SPEAKER_02_segment_0004.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0004.wav,ما العلاقة؟ ما انت كتبك كلام ده في بوست؟ لا كتبك بوست مش شرط يبقى يخصني,Surprise,Anger,Surprise,Surprise,Clear,Female,
videoplayback (121),50,SPEAKER_02,37,1122.167844,1144.037844,21.87,videos/SPEAKER_02/SPEAKER_02_segment_0037.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0037.wav,إزاي نفرح لما نقول إن واحدة اتطلقت فإيدا بصوا؟ لا على فكرة الناس عمّةً بتبص لست اللي اتطلقت إن هي كده بقت بتهتم بنفسها أكتر كده نورت أكتر كده نكحت أكتر يا حبيبتي ما هو ده اللي إنتي عملتين؟ ما حدش شاف وحدتها يا بسمة بالليل ويراجع البيت ما فيش ونسها ما فيش سكنها لا طبعاً,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),51,SPEAKER_01,11,1174.311594,1179.964719,5.653125,videos/SPEAKER_01/SPEAKER_01_segment_0011.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0011.wav,سرّة تباني قوية دموعك بعنيكي واللي هو بتشرب يا,Sadness,Sadness,Sadness,Sadness,Clear,Female,
videoplayback (121),52,SPEAKER_02,38,1179.964719,1190.798469,10.83375,videos/SPEAKER_02/SPEAKER_02_segment_0038.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0038.wav,عشان تخبي نفسك ليه لا أعزي صدقتيني؟ هتش عايزة هي دلوقتي؟ أنا مش عايزة حاجة يلا هتسأل البعض أنا بطلع اللي جواكي وعايزة آيتن يا ساتي معي آيتن عادة قدامك هي,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),53,SPEAKER_02,39,1193.009094,1220.160969,27.151875,videos/SPEAKER_02/SPEAKER_02_segment_0039.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0039.wav,دي آيتن اللي عايزة توريها للناس لا والله يا خالد مش آيتن الحقيقية ده وش من الوشوش اللي انت بتلبسيها قناع للناس يا بس ما صدقيني موضوع ان الستة تنجح ده ده ده قرارها انا من اول يوم دخلت فيه الشغلانة دي وانا عندي اسرار اني هنجح مش مستعجلة خطواتي ومشي ببرحتي تماماً بس هو بيبقى ايه ده ايه ده انت بتقلبيني ولا ايه اشرب ايه اشرب ايه ايه ده لا انا مش مستعجلة,Neutral,Disgust,Neutral,Neutral,Clear,Female,
videoplayback (121),54,SPEAKER_02,40,1240.259094,1247.025969,6.766875,videos/SPEAKER_02/SPEAKER_02_segment_0040.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0040.wav,اتبتيتش؟ اه طبعاً اتبطتيتش؟ اصفر اتبطتيتش؟ اتبطتيتش؟ اتبطتيتش؟ اللي جاي بقى أصعب,Neutral,Fear,Neutral,Neutral,Clear,Female,
videoplayback (121),55,SPEAKER_01,12,1247.025969,1250.434719,3.40875,videos/SPEAKER_01/SPEAKER_01_segment_0012.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0012.wav,بص كان بداية كده ايه يعني يدوبك بنسخ.,Neutral,Happiness,Sadness,Neutral,Clear,Female,
videoplayback (121),56,SPEAKER_01,13,1256.880969,1262.196594,5.315625,videos/SPEAKER_01/SPEAKER_01_segment_0013.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0013.wav,نعرف ماشي؟ سؤال وأرجو أنك تجاوبيني بصراحة فيه,Neutral,Fear,Surprise,Neutral,Clear,Female,
videoplayback (121),57,SPEAKER_01,14,1264.609719,1271.730969,7.12125,videos/SPEAKER_01/SPEAKER_01_segment_0014.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0014.wav,أختك الفنانة وفاة عامر قالت أنه الست هي المسؤولة عن خيانة الرجل,Disgust,Disgust,Sadness,Disgust,Clear,Female,
videoplayback (121),58,SPEAKER_01,15,1273.249719,1278.970344,5.720625,videos/SPEAKER_01/SPEAKER_01_segment_0015.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0015.wav,اوعي تنكري ان الكلمة دي برضو كتلقيها عليكي وانتي زعلتي منها ياقل,Anger,Sadness,Anger,Anger,Clear,Female,
videoplayback (121),59,SPEAKER_02,41,1278.970344,1288.454094,9.48375,videos/SPEAKER_02/SPEAKER_02_segment_0041.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0041.wav,بصي التصريح ده وفاق بتقوله بقالها أكتر من 3-4 سنين ومن أول ما قالته أنا بتخنق معاها والحد هذه اللحظة أنا رفضة تماما,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),6,SPEAKER_02,5,273.6422188,278.3503438,4.708125,videos/SPEAKER_02/SPEAKER_02_segment_0005.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0005.wav,ليا كم محاولة؟ يعني ممكن أديك مرة كمان وبعد كده,Surprise,Anger,Surprise,Surprise,Clear,Female,
videoplayback (121),60,SPEAKER_02,42,1289.500344,1312.619094,23.11875,videos/SPEAKER_02/SPEAKER_02_segment_0042.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0042.wav,لأن السيدة عمرها ما كانت مسؤولة عن خيانة الرجل بالمناسبة مسلسل زوجة واحدة لتكفيل لانا مشتركة في بطولته السنة دي طب انت كنت ضمن الناس اللي هي بتوصل لهم الرسالة دي؟ هي طول الوقت بتوصلها لمصر كلها ايوة انت كنت ساعتها في طلاق وفي هل هي كتنوفق على الطلاق؟ لا لا لا وفي اهل ابدا وفق على الطلاق طب تنكرين اتزعلتي من وفاء؟,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),61,SPEAKER_02,43,1313.412219,1322.052219,8.64,videos/SPEAKER_02/SPEAKER_02_segment_0043.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0043.wav,أنا زعلت منها من أول مقالة التصريح بس خلاص لأن دي مش معتقداتي ولا دي الأفكاري ولا ده الحاجات اللي بصدق فيها,Neutral,Surprise,Neutral,Neutral,Clear,Female,
videoplayback (121),62,SPEAKER_02,44,1326.827844,1332.042219,5.214375,videos/SPEAKER_02/SPEAKER_02_segment_0044.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0044.wav,عمري ما كان لها مبرر بحيك والستة عمرها ما كانت مسؤولة عن خيانة الراجل لها,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),63,SPEAKER_02,45,1332.632844,1346.082219,13.449375,videos/SPEAKER_02/SPEAKER_02_segment_0045.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0045.wav,الراجل بتابعه كده الراجل بتابعه لا تكفيه امرأة واحدة كل الرجالة 90% آه لا معيشة شانا جوزي من العشرة حنعتبره من العشرة في المية حاضر علاق حبيبنا برضه,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),64,SPEAKER_02,46,1356.156594,1367.834094,11.6775,videos/SPEAKER_02/SPEAKER_02_segment_0046.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0046.wav,وإلا ما كانش ربنا حللهم التعدد يعني أكيد ربنا اللي خلقهم ما هو ياريت فيه ناس تعدد ما فيه ناس بتخوم بقى آه آه آه صح ورغم أني معايا وكل واحد بقى وقال لا معايا,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),65,SPEAKER_01,16,1365.572844,1370.989719,5.416875,videos/SPEAKER_01/SPEAKER_01_segment_0016.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0016.wav,وكل واحد بقى ولا مش معايا؟ لا معاك نشوف الخبر اللي بعده؟ يلا اللي بعده,Anger,Anger,Anger,Anger,Clear,Female,
videoplayback (121),66,SPEAKER_01,17,1392.977844,1397.905344,4.9275,videos/SPEAKER_01/SPEAKER_01_segment_0017.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0017.wav,فانت قلت لها أنا كمان بطخين والرجال مالهاش كتلو,Neutral,Sadness,Disgust,Neutral,Clear,Female,
videoplayback (121),67,SPEAKER_02,47,1398.900969,1419.640344,20.739375,videos/SPEAKER_02/SPEAKER_02_segment_0047.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0047.wav,ايه كانت كاتبة افتكرت؟ ايه ايه افتكرت ايه كانت كاتبة انه ما عادي جوزي يخن يعني وانا كنت قايت العمر ايه فاكرة انه لما جوزها حيتجوز قايت العمر مش حيخنها لا على فكرة ده لو ما تجوز مارليم منروح حيخنها عادي حلو بقى ده اللي يأكد كلامي قايت العمر تتخن عادي,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),68,SPEAKER_01,18,1413.194094,1416.754719,3.560625,videos/SPEAKER_01/SPEAKER_01_segment_0018.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0018.wav,حلو مو ده اللي يأكد كلامك,Happiness,Anger,Happiness,Happiness,Clear,Female,
videoplayback (121),69,SPEAKER_02,48,1419.927219,1424.027844,4.100625,videos/SPEAKER_02/SPEAKER_02_segment_0048.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0048.wav,أحسن من عميت مرة وتخانم وكلامك فيه إجابة بين السطور,Neutral,Amiguous,Neutral,Neutral,Clear,Female,
videoplayback (121),7,SPEAKER_04,0,283.8515938,296.3897188,12.538125,videos/SPEAKER_04/SPEAKER_04_segment_0000.mp4,audios/SPEAKER_04/SPEAKER_04_segment_0000.wav,الخناقة اللي بين الفنانة آيتن عامر وطالقة الأستاذ محمد عز العرب إيه الحكاية برضو دي كان في محاضر وفي ناس طلعت بكفالة إيه الحكاية,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),70,SPEAKER_01,19,1425.394719,1439.316594,13.921875,videos/SPEAKER_01/SPEAKER_01_segment_0019.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0019.wav,حايز أقولك على حاجة بجد من قلبي بقى مش العرافة دلوقتي حاجة سايكلوجية جداً وبتحصل بنسبة 99% أحياناً الراجل لما بيتجوز بسيطة مشهورة,Neutral,Happiness,Neutral,Neutral,Clear,Female,
videoplayback (121),71,SPEAKER_01,20,1440.362844,1447.619094,7.25625,videos/SPEAKER_01/SPEAKER_01_segment_0020.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0020.wav,لما هو وهي يمشوا في الشارع يشاوروا عليها ولو هو وهي قاعدين في مكان يقولوا لها ممكن صورة,Surprise,Surprise,Disgust,Surprise,Clear,Female,
videoplayback (121),72,SPEAKER_01,21,1457.592219,1463.970969,6.37875,videos/SPEAKER_01/SPEAKER_01_segment_0021.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0021.wav,فلو كان شخص سايكوباتي فبيحس إنه عايز ينتقم لده لأنه بيغلم,Anger,Anger,Disgust,Anger,Clear,Female,
videoplayback (121),73,SPEAKER_02,49,1463.970969,1471.092219,7.12125,videos/SPEAKER_02/SPEAKER_02_segment_0049.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0049.wav,فينتقم ازاي؟ يقوم رزعك الخنجر اللي في اعز حاجة عندك اللي هو ايه؟,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),74,SPEAKER_02,50,1472.324094,1477.454094,5.13,videos/SPEAKER_02/SPEAKER_02_segment_0050.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0050.wav,قلبك وحسيسك ومشاعرك وقنصتك فيخونك,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),75,SPEAKER_02,51,1486.465344,1490.650344,4.185,videos/SPEAKER_02/SPEAKER_02_segment_0051.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0051.wav,دي دراسات بقى دي دراسات طب هقولك على حاجة,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),76,SPEAKER_02,52,1504.268469,1509.887844,5.619375,videos/SPEAKER_02/SPEAKER_02_segment_0052.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0052.wav,أنا خطوة مخطوبة قبل كده وانتي كنت عارفة في الموضوع الخطوبة ده وعارفة انتها ازاي,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),77,SPEAKER_02,53,1513.279719,1520.097219,6.8175,videos/SPEAKER_02/SPEAKER_02_segment_0053.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0053.wav,ده صحيح فعادي بقى عيطان عامر رقبة تخان عادي همم لكن في الجواز ما تخانك لا,Neutral,Disgust,Neutral,Neutral,Clear,Female,
videoplayback (121),78,SPEAKER_02,54,1526.762844,1531.808469,5.045625,videos/SPEAKER_02/SPEAKER_02_segment_0054.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0054.wav,شايفة السابات؟ عيني ع الكارزمة عيني ع السابات,Neutral,Happiness,Neutral,Neutral,Clear,Female,
videoplayback (121),79,SPEAKER_02,55,1531.943469,1542.051594,10.108125,videos/SPEAKER_02/SPEAKER_02_segment_0055.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0055.wav,قاعد هنا ومسمع هناك بصي انت عندك طيارة اسعى صفة الصبح مش هتمشيين عتقفل على السوديو صح؟ عايزة تلحق الطيارة جاوبة,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),8,SPEAKER_05,0,297.0984688,380.8659688,83.7675,videos/SPEAKER_05/SPEAKER_05_segment_0000.mp4,audios/SPEAKER_05/SPEAKER_05_segment_0000.wav,ها بنتكلم على واقع الأجهزة الأمنية في الشيخ زايد تلقت بلاغ من الأمن الإداري في أحد الكمبوندات الشهيرة من الفنانة أيتن عامر بيقول أنه زوجها السيد محمد أز عرب ده منتج سينمائي جه للكمبون وخذ عربيتها وحط أولاده الاتنين بنته ولد ويحاول أنه هو يخرج من الكمبوند الأمن الإداري يوقفه كان فيه بلاغ للنجدة النجدة راحت استحبت الطرفين للإسم استحبت أيتن عامر وزوجها وولدتها وبدأوا التحقيقات أثناء التحقيقات معاهم فيه تم تبادل الاتهامات الزوج اتهم الزوجة والزوجة اتهم طلقها باتهامات معينة النيابة العامة خذت مجموعة من القرارات أولا إخلاء سبيل محمد عز العرب بكفالة ألف جنيه من ديوان الإسم لم يكن مطلوب على زمة قضايا أخرى إخلاء سبيل أيتن عامر من سرايا النيابة بالضمان الشخصي إخلاء سبيل والدة أيتن عامر من النيابة برضو وكمان تسليم الطفلين لأيتن عامر واتخاذ الإجراء بحسن الرعاية والتعهد بعدم تعرضهم للخطر وإستدعت الأمن الإداري الخاص اللي هو أبلغ بهذه الواقع على أساس أن هي تسمع أقوالهم في هذه الواقع وده سلسلة الخلافات اللي كانت موجودة بينهم وفقا للمحاضر المحررة أخيرا نحن مش منتكلم على المحاضر اللي قبل كده ترجمة نانسي قنقر,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),80,SPEAKER_02,56,1542.810969,1554.775344,11.964375,videos/SPEAKER_02/SPEAKER_02_segment_0056.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0056.wav,مش هتجاوبي الطايرة هتفوتك أنا ما أريش حاجة اتوراكوا حاجة يا جماعة لا حدش ورا حاجة إحنا عاديين عم نتسحر هنا جاوبي آه بالزبط ونتسحر ونفطر مع بعض كمان ماشي,Neutral,Disgust,Neutral,Neutral,Clear,Female,
videoplayback (121),81,SPEAKER_02,57,1557.306594,1561.272219,3.965625,videos/SPEAKER_02/SPEAKER_02_segment_0057.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0057.wav,قايت أنا عاملة تخانتي مش تقلتي تخانتي ولا لا قلتلك اهو تخانتي خلاص بقى,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),82,SPEAKER_02,58,1562.976594,1566.149094,3.1725,videos/SPEAKER_02/SPEAKER_02_segment_0058.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0058.wav,ما يزيدين؟ دايتين عم نتخيل نتعيد يجمع,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),83,SPEAKER_01,22,1570.485969,1579.362219,8.87625,videos/SPEAKER_01/SPEAKER_01_segment_0022.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0022.wav,خلاص ماشي أنا خدت الإجابة آه أيوة خدت الإجابة أنا خدت الإجابة أيوة ماشي خدت الإجابة آه قل لي بعد,Surprise,Fear,Surprise,Surprise,Clear,Female,
videoplayback (121),84,SPEAKER_01,23,1614.057219,1619.963469,5.90625,videos/SPEAKER_01/SPEAKER_01_segment_0023.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0023.wav,على فكرة قبل ما تكلم انتي أمر هنا ربنا يخليك يورو انتي حبيبتي يا بسبوذ ده كان فيديو,Happiness,Happiness,Happiness,Happiness,Clear,Female,
videoplayback (121),85,SPEAKER_02,59,1619.963469,1629.025344,9.061875,videos/SPEAKER_02/SPEAKER_02_segment_0059.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0059.wav,صح؟ اه كواليسو يعني اه وانتي نشرت المقطع ده الوحده على انستجرام مزبوط وطلعت تريند ساعتها,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),86,SPEAKER_01,24,1629.025344,1658.978469,29.953125,videos/SPEAKER_01/SPEAKER_01_segment_0024.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0024.wav,وكل جمهور هجمك قالك أنت لابسة لبس جريء وأنت بتوصلي رسالة معينة من اللي أنت بتعمليه في الكليب والكابشن اللي أنت كتبته لما قلت لما صحابي يعرفوا أن أنا رجعت سنجل وبعدين بتقولي فيه أنك أنت بترجعي بقى الولاد للأكونت بعد ما شلتيهم منه بسبب الإكس لو حورتي علي في الإجابة دي,Anger,Surprise,Neutral,Anger,Clear,Female,
videoplayback (121),87,SPEAKER_02,60,1720.605969,1741.260969,20.655,videos/SPEAKER_02/SPEAKER_02_segment_0060.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0060.wav,ده من ضمن الحاجات اللي ضربت لي لأن كل الفئة دي من الناس بيتحكوا قوي على الكومنت ده وده حاجة بتحصل فعلاً أنا في حالتي ما ينفعش أقصها علي لأن أنا عمر ما مثلاً في يوم من الأيام عرفت جمهور قال إيه على ده؟ أه عرفت قالوا إيه؟ قالوا أن أنا بلقح زي ما بيقولوا على كل أغنية وكل بوست بنزله أن أنا بلقح,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),88,SPEAKER_02,61,1741.885344,1747.707219,5.821875,videos/SPEAKER_02/SPEAKER_02_segment_0061.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0061.wav,to be honest أنا أحياناً حاجات ببقى فعلاً بلقّح بيها وفي أحياناً حاجات ما ببقاش بلقّح بيها,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),89,SPEAKER_02,62,1748.736594,1759.215969,10.479375,videos/SPEAKER_02/SPEAKER_02_segment_0062.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0062.wav,آيتين عامر بتعترف إنها في حاجات فعلاً بتلقّح بيها أيوة طبعاً يا جماعة أمو.. أموت؟ أموت منفجرة؟ أموت مجلوطة؟ مش لازم أنفس عن نفسي؟,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),9,SPEAKER_02,6,390.8559688,402.0609688,11.205,videos/SPEAKER_02/SPEAKER_02_segment_0006.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0006.wav,هنزلوليك تاني؟ أيوة اسمها فيديو مين اللي بلغ؟ دارة الأمن الخاصة بالكومباوند صح ولا لأ؟ طب وقدارة الأمن كنت بتبلغ عن مين؟ نسألهم بقى,Surprise,Fear,Surprise,Surprise,Clear,Female,
videoplayback (121),90,SPEAKER_02,63,1761.173469,1773.846594,12.673125,videos/SPEAKER_02/SPEAKER_02_segment_0063.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0063.wav,مش دي مساحتين شخصية؟ شفتي ازاي انا بقصر معاكي؟ حروح لللي بعد اتفضل يا الله شفتي؟ الله حنينة اقصر الطريق للخلاص مني من العرافة الصراحة حنينة,Neutral,Anger,Neutral,Neutral,Clear,Female,
videoplayback (121),91,SPEAKER_02,64,1798.973469,1821.366594,22.393125,videos/SPEAKER_02/SPEAKER_02_segment_0064.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0064.wav,كان مدائم من كلامك فكان بيرد يعني بجد أنا مبدئياً مش فاكرة في وصفة لازم تجيبوا لي عشان أفتكر بس أنا قلت إيه فمصطفى رد عليها قال لي إيه فقدر أشرح لك بس أنا ومصطفى مفيش ما بيننا القفش ده خالص بالعكس مصطفى صديقة عزيز وأنا باحترمه جداً وبيحترمني جداً لو قفشنا على بعض عملنا نحن هنقفش على بعض بالمنظر ده على السوشال ميديا هيكلمني في التليفون ويتخانق معايا بس ده أكيد كان هزور,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),92,SPEAKER_01,25,1829.652219,1838.967219,9.315,videos/SPEAKER_01/SPEAKER_01_segment_0025.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0025.wav,قلت لما واحدة من البنات بتغير أو بتدي رأيها بحاجة بلاقي الولاد وأقصد ولاد,Surprise,Anger,Surprise,Surprise,Clear,Female,
videoplayback (121),93,SPEAKER_02,65,1839.524094,1848.366594,8.8425,videos/SPEAKER_02/SPEAKER_02_segment_0065.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0065.wav,بيردوا عليها بجملة تفهم روحي على المطبخ آه ده عشان كنت قلت مرة رأيي ودي حاجة حلوة وتدعو,Neutral,Disgust,Neutral,Neutral,Clear,Female,
videoplayback (121),94,SPEAKER_02,66,1849.024719,1857.124719,8.1,videos/SPEAKER_02/SPEAKER_02_segment_0066.mp4,audios/SPEAKER_02/SPEAKER_02_segment_0066.wav,للفصل ودي الحاجة اللي احنا مشهورين بيها لكن انتو الحاجة الوحيدة المشهورين بيها للأسف,Neutral,Neutral,Neutral,Neutral,Clear,Female,
videoplayback (121),95,SPEAKER_01,26,1857.597219,1861.967844,4.370625,videos/SPEAKER_01/SPEAKER_01_segment_0026.mp4,audios/SPEAKER_01/SPEAKER_01_segment_0026.wav,مش هنعرف كبنات نقولها لكم عشان هي بصراحة,Surprise,Disgust,Surprise,Surprise,Clear,Female,
